Liverpool,In,31 August 2017,player,Mohamed Salah,Roma,Undisclosed
Liverpool,In,31 August 2017,player,Dominic Solanke,Chelsea,Free
Liverpool,In,31 August 2017,player,Andrew Robertson,Hull City,Undisclosed
Liverpool,In,31 August 2017,player,Alex Oxlade-Chamberlain,Arsenal,Undisclosed
Liverpool,Out,31 August 2017,player,Andre Wisdom,Derby County,Undisclosed
Liverpool,Out,31 August 2017,player,Ryan Fulton,Hamilton Academical,Undisclosed
Liverpool,Out,31 August 2017,player,Lucas Leiva,Lazio,Undisclosed
Liverpool,Out,31 August 2017,player,Kevin Stewart,Hull City,Undisclosed
Liverpool,Out,31 August 2017,player,Pedro Chirivella,Willem II,Loan
Liverpool,Out,31 August 2017,player,Connor Randall,Hearts,Loan
Liverpool,Out,31 August 2017,player,Taiwo Awoniyi,Royal Excel Mouscron,Loan
Liverpool,Out,31 August 2017,player,Shamal George,Carlisle United,Loan
Liverpool,Out,31 August 2017,player,Sheyi Ojo,Fulham,Loan
Liverpool,Out,31 August 2017,player,Allan,Apollon Limassol,
Liverpool,Out,31 August 2017,player,Ryan Kent,Freiburg,Loan
Liverpool,Out,31 August 2017,player,Sam Hart,Blackburn Rovers,Undisclosed
Liverpool,Out,31 August 2017,player,Toni Gomes,Forest Green Rovers,Loan
Liverpool,Out,31 August 2017,player,Mamadou Sakho,Crystal Palace,Undisclosed
Liverpool,Out,31 August 2017,player,Jordan Williams,Rochdale,Loan
Manchester City,In,31 August 2017,player,Bernardo Silva,Monaco,Undisclosed
Manchester City,In,31 August 2017,player,Ederson,Benfica,Undisclosed
Manchester City,In,31 August 2017,player,Kyle Walker,Tottenham Hotspur,Undisclosed
Manchester City,In,31 August 2017,player,Douglas Luiz,Vasco De Gama,Undisclosed
Manchester City,In,31 August 2017,player,Danilo,Real Madrid,Undisclosed
Manchester City,In,31 August 2017,player,Benjamin Mendy,Monaco,Undisclosed
Manchester City,Out,31 August 2017,player,Pablo Zabaleta,West Ham,Free
Manchester City,Out,31 August 2017,player,Gael Clichy,,Released
Manchester City,Out,31 August 2017,player,Jesus Navas,,Released
Manchester City,Out,31 August 2017,player,Willy Caballero,,Released
Manchester City,Out,31 August 2017,player,Bacary Sagna,,Released
Manchester City,Out,31 August 2017,player,Enes Unal,Villarreal,Undisclosed
Manchester City,Out,31 August 2017,player,Angus Gunn,Norwich City,Loan
Manchester City,Out,31 August 2017,player,Aaron Mooy,Huddersfield Town,£8m
Manchester City,Out,31 August 2017,player,Bersant Celina,Ipswich Town,Loan
Manchester City,Out,31 August 2017,player,Angelino,NAC Breda,Loan
Manchester City,Out,31 August 2017,player,Ruben Sobrino,Alaves,Undisclosed
Manchester City,Out,31 August 2017,player,Joe Coveney,Nottingham Forest,Undisclosed
Manchester City,Out,31 August 2017,player,Bruno Zuculini,Hellas Verona,Undisclosed
Manchester City,Out,31 August 2017,player,Olivier Ntcham,Celtic,Undisclosed
Manchester City,Out,31 August 2017,player,Nolito,Sevilla,Undisclosed
Manchester City,Out,31 August 2017,player,Joe Hart,West Ham United,Loan
Manchester City,Out,31 August 2017,player,Aleksandar Kolarov,Roma,Undisclosed
Manchester City,Out,31 August 2017,player,Aleix Garcia,Girona,Loan
Manchester City,Out,31 August 2017,player,Douglas Luiz,Girona,Loan
Manchester City,Out,31 August 2017,player,Marlos Moreno,Girona,Loan
Manchester City,Out,31 August 2017,player,Kelechi Iheanacho,Leicester,Undisclosed
Manchester City,Out,31 August 2017,player,Fernando,Galatasaray,Undisclosed
Manchester City,Out,31 August 2017,player,Brandon Barker,Hibernian,Loan
Manchester City,Out,31 August 2017,player,Patrick Roberts,Celtic,Loan
Manchester City,Out,31 August 2017,player,Samir Nasri,Antalyaspor,Undisclosed
Manchester City,Out,31 August 2017,player,Jadon Sancho,Borussia Dortmund,Undisclosed
Manchester City,Out,31 August 2017,player,Jason Denayer,Galatasaray,Loan
Manchester City,Out,31 August 2017,player,Wilfried Bony,Swansea City,Undisclosed
Manchester City,Out,31 August 2017,player,Kjetil Haug,Girona,Loan
Manchester United,In,31 August 2017,player,Victor Lindelof,Benfica,Undisclosed
Manchester United,In,31 August 2017,player,Romelu Lukaku,Everton,Undisclosed
Manchester United,In,31 August 2017,player,Nemanja Matic,Chelsea,Undisclosed
Manchester United,In,31 August 2017,player,Zlatan Ibrahimovic,Unattached,Free
Manchester United,Out,31 August 2017,player,Josh Harrop,Preston North End,Free
Manchester United,Out,31 August 2017,player,Regan Poole,Northampton,Loan
Manchester United,Out,31 August 2017,player,Wayne Rooney,Everton,Undisclosed
Manchester United,Out,31 August 2017,player,Dean Henderson,Shrewsbury,Loan
Manchester United,Out,31 August 2017,player,Adnan Januzaj,Real Sociedad,Undisclosed
Manchester United,Out,31 August 2017,player,Sam Johnstone,Aston Villa,Loan
Manchester United,Out,31 August 2017,player,Devonte Redmond,Scunthorpe United,Loan
Manchester United,Out,31 August 2017,player,Cameron Borthwick-Jackson,Leeds,Loan
Manchester United,Out,31 August 2017,player,Timothy Fosu-Mensah,Crystal Palace,Loan
Manchester United,Out,31 August 2017,player,Guillermo Varela,Penarol,Undisclosed
Manchester United,Out,31 August 2017,player,Matty Willock,Utrecht,Loan
Manchester United,Out,31 August 2017,player,Andreas Pereira,Valencia,Loan
Newcastle United,In,31 August 2017,player,Christian Atsu,Chelsea,Undisclosed
Newcastle United,In,31 August 2017,player,Florian Lejeune,Eibar,Undisclosed
Newcastle United,In,31 August 2017,player,Stefan O'Connor,Arsenal,Free
